DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
636975,237,1,1,1,"48,7996985892897",8,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,5.0,,,,2,2020
636975,237,2,1,2,"48,7996985892897",1,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2,2020
636976,237,1,1,1,"45,4732984935902",11,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
636984,237,1,1,1,"43,3686881441263",2,1,1,2,3,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
636984,237,2,1,2,"43,3686881441263",2,1,1,2,3,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
636986,237,5,1,5,"46,9146629527437",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2,2020
636990,237,2,1,2,"47,9276336155104",12,1,4,4,2,1,2,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,6.0,2,2020
637004,237,2,1,2,"56,3064130510358",5,1,3,2,3,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,5.0,2.0,3.0,,2,2020
637006,237,2,1,2,"42,9102026194596",2,1,4,2,2,1,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
637013,237,1,1,1,"52,8558246622304",5,1,1,2,3,1,2,2,2,2,,,,,,2,1,4.0,,5.0,,,,2,2020
637013,237,2,1,2,"52,8558246622304",12,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2,2020
637013,237,3,1,3,"52,8558246622304",6,1,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2,2020
637016,237,1,1,1,"65,0636470696283",10,2,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
637018,237,2,1,2,"50,260339679556",11,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2,2020
637019,237,3,1,3,"74,6939134401146",10,1,1,2,2,1,2,2,2,2,,,,,,2,1,3.0,1.0,5.0,1.0,,,2,2020
637092,237,1,1,1,"883,778411404614",7,1,3,1,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
637140,237,1,1,1,"1042,87024679546",6,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
637189,237,1,1,1,"1731,39554887546",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
637212,237,4,1,4,"1459,36797832077",5,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
637219,237,2,1,2,"1103,1652122931",12,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
637254,237,4,1,4,"75,0148990127924",3,1,7,2,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
637258,237,3,1,3,"71,4495276447335",12,1,1,1,6,2,2,1,2,2,,,,,,2,2,,,,,,6.0,2,2020
637260,237,1,1,1,"74,7287171276325",5,1,3,4,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,2.0,3.0,,2,2020
637297,237,2,1,2,"94,2434518625195",12,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
637299,237,1,1,1,"74,5417355601258",6,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,1.0,1.0,5.0,2.0,4.0,,2,2020
637303,237,1,1,1,"76,244630010946",8,1,7,4,9,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,1,2020
637306,237,2,1,2,"107,287152480404",10,1,7,4,9,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,7.0,2,2020
637310,237,2,1,2,"69,8018182110241",2,1,7,2,9,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
637334,237,1,1,1,"112,981823030817",1,2,4,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,3.0,1.0,,,2,2020
637340,237,1,1,1,"87,3084342566502",12,1,1,3,3,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2,2020
637347,237,3,1,3,"96,1338251046391",7,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2,2020
637362,237,1,1,1,"92,6614307284562",4,1,4,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,3.0,,2,2020
637368,237,1,1,1,"81,539683826769",7,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2,2020
637369,237,3,1,3,"84,023631816284",2,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,5.0,,2.0,,,,2,2020
637385,237,1,1,1,"1262,65304383312",10,1,4,4,10,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
637408,237,2,1,2,"1483,60655026165",5,1,1,2,5,1,1,1,2,2,,,,,,1,1,1.0,1.0,1.0,2.0,3.0,,2,2020
637429,237,1,1,1,"41,6763198617801",8,2,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
637533,237,2,1,2,"593,746021209942",5,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2,2020
637589,237,2,1,2,"277,761790914323",5,1,3,1,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,6.0,,,,2,2020
637638,237,2,1,2,"448,468810526488",12,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
637726,237,3,1,3,"68,4752579245496",4,1,4,2,1,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2,2020
637788,237,1,1,1,"68,1621745734178",1,1,4,3,7,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,1.0,2.0,4.0,,2,2020
637806,237,1,1,1,"114,298017203495",4,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
637868,237,2,1,2,"128,39624677113",7,1,3,2,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
637880,237,1,1,1,"170,284323664907",9,1,4,4,5,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
637913,237,2,1,2,"272,544274414005",11,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,3.0,1.0,,,2,2020
637937,237,1,1,1,"75,0915709806873",5,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
638014,237,1,1,1,"98,0851797304125",9,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638049,237,2,1,2,"110,198371430558",10,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2,2020
638100,237,1,1,1,"142,137802169067",5,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2,2020
638194,237,2,1,2,"1133,77018015397",3,1,4,2,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2020
638194,237,3,1,3,"1133,77018015397",11,1,3,3,2,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2020
638214,237,1,1,1,"1547,80085042674",2,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
638214,237,3,1,3,"1547,80085042674",9,1,4,4,5,1,1,2,2,2,1.0,1.0,2.0,1.0,2.0,2,2,,,,,,4.0,2,2020
638241,237,2,1,2,"1070,62842926317",9,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
638248,237,1,1,1,"654,076127977991",4,1,4,4,5,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
638253,237,1,1,1,"1312,03616365945",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2020
638268,237,3,1,3,"1047,38318244593",4,1,7,2,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,1.0,1.0,5.0,2.0,4.0,,2,2020
638283,237,2,1,2,"1464,52147035628",6,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,6.0,,,,2,2020
638286,237,3,1,3,"1822,29822038454",10,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
638286,237,4,1,4,"1822,29822038454",9,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
638298,237,2,1,2,"65,6689160386456",6,1,7,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2,2020
638304,237,1,1,1,"65,6780737471139",6,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
638306,237,1,1,1,"61,6536884976511",5,1,7,3,7,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2020
638306,237,2,1,2,"61,6536884976511",9,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638312,237,2,1,2,"108,224125895422",9,1,4,3,2,1,1,2,2,2,1.0,2.0,1.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2,2020
638315,237,1,1,1,"116,061614180042",3,1,3,3,5,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2,2020
638315,237,2,1,2,"116,061614180042",5,1,7,1,7,1,1,1,2,2,2.0,2.0,2.0,2.0,1.0,2,1,4.0,,5.0,,,,2,2020
638321,237,2,1,2,"84,6188768607856",12,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638334,237,1,1,1,"102,637654232405",3,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,7.0,2,2020
638344,237,2,1,2,"109,355482003823",2,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638346,237,2,1,2,"99,6689775534717",6,1,4,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
638357,237,2,1,2,"47,4259142289624",6,1,7,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
638360,237,1,1,1,"47,4259142289624",7,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,5.0,,2,2020
638361,237,2,1,2,"90,5526263349749",5,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638393,237,2,1,2,"122,087144017409",6,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2,2020
638427,237,2,1,2,"1802,03926040684",8,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638437,237,2,1,2,"1915,0454627047",9,1,1,3,3,2,1,2,2,2,,,,,,2,2,,,,,,1.0,2,2020
638442,237,3,1,3,"1684,2099404114",11,2,7,3,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2020
638449,237,1,1,1,"1623,59865270976",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638449,237,2,1,2,"1623,59865270976",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638469,237,2,1,2,"2081,68483682614",5,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2,2020
638489,237,1,1,1,"103,423471384111",6,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2,2020
638494,237,1,1,1,"99,6267482387012",1,1,7,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2,2020
638568,237,1,1,1,"1541,74732490672",10,1,4,4,7,2,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2,2020
638584,237,1,1,1,"1211,86672171214",4,1,7,3,7,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2,2020
638597,237,3,1,3,"1801,85574538458",12,2,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
638610,237,2,1,2,"1700,90602291096",4,1,4,4,10,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638625,237,2,1,2,"2478,01258638436",3,2,1,4,8,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2,2020
638664,237,3,1,3,"125,029398189801",3,1,4,1,9,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,2.0,4.0,,2,2020
638676,237,4,1,4,"123,129315847663",11,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2020
638688,237,2,1,2,"80,2802504921489",9,1,4,3,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
638715,237,1,1,1,"55,7790014437108",2,1,4,2,9,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2020
638728,237,1,1,1,"57,49652064741",9,1,4,1,2,2,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,2.0,2.0,,2,2020
638739,237,1,1,1,"119,341121080358",3,1,4,4,1,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638753,237,1,1,1,"233,378728883438",2,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638770,237,1,1,1,"338,891012323552",5,1,3,2,3,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
638783,237,1,1,1,"420,160663435321",10,1,4,4,5,1,2,1,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638796,237,2,1,2,"389,961306374786",5,1,4,2,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638797,237,1,1,1,"313,353387989767",5,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2,2020
638802,237,2,1,2,"712,890449283587",6,1,3,3,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2020
638819,237,2,1,2,"286,935857760906",3,2,4,3,2,1,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638826,237,2,1,2,"379,20414671931",1,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2,2020
638845,237,1,1,1,"511,671194199687",12,2,7,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638861,237,1,1,1,"851,474428893952",1,1,2,2,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638868,237,1,1,1,"460,164858783666",4,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,1.0,2.0,2,1,3.0,1.0,4.0,1.0,,,2,2020
638868,237,2,1,2,"460,164858783666",8,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638871,237,1,1,1,"419,659993431844",8,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638872,237,4,1,4,"301,284781321302",1,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638885,237,1,1,1,"278,334370771752",10,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
638899,237,1,1,1,"416,175777626403",11,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
638989,237,4,1,4,"34,1545175747625",2,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638990,237,1,1,1,"47,3911160039708",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
638998,237,2,1,2,"30,4933056475298",6,1,7,3,2,1,1,1,1,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2,2020
638999,237,1,1,1,"30,6623291133043",1,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,3.0,2.0,3.0,,2,2020
639001,237,2,1,2,"36,6877103310145",8,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,4.0,,,,2,2020
639005,237,3,1,3,"57,42632529085",1,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2,2020
639007,237,2,1,2,"42,5616766372145",8,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639007,237,3,1,3,"42,5616766372145",3,1,4,4,2,1,2,2,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639018,237,2,1,2,"62,2159629175548",6,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639020,237,3,1,3,"49,451209249626",9,1,3,3,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639022,237,2,1,2,"40,6179549722857",12,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
639023,237,4,1,4,"40,0498542771226",10,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2,2020
639024,237,1,1,1,"48,28781186775",9,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,4.0,2,2020
639026,237,3,1,3,"63,0600422961334",11,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2,2020
639029,237,1,1,1,"45,7441467205469",12,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2,2020
639035,237,2,1,2,"43,841372691391",3,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639037,237,1,1,1,"41,0145064775875",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2,2020
639044,237,1,1,1,"36,1834383782757",10,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639045,237,2,1,2,"53,8585880863179",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639049,237,2,1,2,"50,5043450467039",6,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639055,237,3,1,3,"45,3645377413798",2,1,3,2,7,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2,2020
639060,237,1,1,1,"52,38938068325",3,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639062,237,1,1,1,"49,6861783341302",2,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2,2020
639064,237,2,1,2,"56,6832872263281",6,1,3,3,4,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639066,237,1,1,1,"47,8463030007282",11,1,3,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639072,237,1,1,1,"53,5689971105889",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639077,237,6,1,6,"48,2426742692945",1,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639079,237,2,1,2,"55,0956491418588",9,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
639080,237,1,1,1,"46,5715940798637",8,1,4,2,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639096,237,2,1,2,"57,8935014052412",11,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,1.0,1.0,,,2,2020
639098,237,1,1,1,"62,4392252916791",7,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639107,237,2,1,2,"37,8515699592221",7,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
639112,237,1,1,1,"26,9322535062452",6,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,3.0,,2,2020
639112,237,2,1,2,"26,9322535062452",2,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,5.0,2.0,3.0,,2,2020
639115,237,1,1,1,"45,913040951549",7,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,2.0,,,,2,2020
639123,237,2,1,2,"60,4860503218397",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639134,237,2,1,2,"48,4518626295647",2,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639136,237,2,1,2,"71,0918112278183",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,1.0,,,2,2020
639138,237,1,1,1,"43,1810508464163",5,1,3,3,2,2,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,4.0,2,2020
639139,237,2,1,2,"43,1810508464163",9,1,1,2,2,1,1,2,2,2,,,,,,2,2,,,,,,4.0,2,2020
639140,237,3,1,3,"54,1792711246486",9,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
639142,237,3,1,3,"35,4906898831198",7,1,3,2,1,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639144,237,1,1,1,"34,3691809067987",12,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,1.0,,,,2,2020
639147,237,1,1,1,"62,4392252916791",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639231,237,1,1,1,"87,881690232364",2,1,4,2,1,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2020
639232,237,4,1,4,"89,9707486615393",1,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,2.0,1.0,,,2,2020
639249,237,1,1,1,"61,8173578850411",10,1,4,4,2,1,1,1,1,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,7.0,2,2020
639258,237,2,1,2,"76,3040868315677",11,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639294,237,1,1,1,"56,9087922741202",6,1,4,2,2,2,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2,2020
639321,237,3,1,3,"76,4325138398559",1,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,3.0,2.0,1.0,,2,2020
639383,237,2,1,2,"50,5649804491842",6,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2,2020
639392,237,2,1,2,"73,96567970012",7,1,4,4,1,1,1,2,2,2,1.0,2.0,2.0,1.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2,2020
639397,237,1,1,1,"127,062148401899",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,4.0,,,,2,2020
639397,237,2,1,2,"127,062148401899",10,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,1.0,,,,2,2020
639400,237,4,1,4,"141,795516267513",10,1,2,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2,2020
639414,237,2,1,2,"101,221811900975",3,2,3,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2,2020
639417,237,4,1,4,"79,5239953910302",10,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639444,237,1,1,1,"61,9013022612066",12,1,4,2,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639448,237,2,1,2,"84,532375487834",11,1,4,3,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2,2020
639453,237,3,1,3,"89,6936522094459",9,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,5.0,,6.0,,,,2,2020
639462,237,3,1,3,"96,1338251046391",10,1,4,4,2,2,2,1,1,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,7.0,2,2020
639465,237,2,1,2,"76,1001827648595",11,1,1,3,5,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
639469,237,2,1,2,"69,219795647267",8,1,3,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2,2020
639474,237,1,1,1,"75,0366869636842",7,1,1,3,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
639478,237,1,1,1,"69,3133000099509",5,1,1,3,3,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2,2020
